,City,State,City_State,Latitude,Longitude
2418, Cedar Rapids,IA," Cedar Rapids, IA",41.9778795,-91.6656232
2419, Bristol,CT," Bristol, CT",41.6717648,-72.9492703
2420, Houston,TX," Houston, TX",29.7604267,-95.3698028
2421, Cayey,PR," Cayey, PR",18.1119051,-66.166
2422, Fairbanks,AK," Fairbanks, AK",64.8377778,-147.7163888
2423, Pasadena,TX," Pasadena, TX",29.6910625,-95.2091006
2424, Sumiton,AL," Sumiton, AL",33.7556606,-87.0499992
2425, Lewis Center,OH," Lewis Center, OH",40.1983884,-83.0100987
2426, Kodiak,AK," Kodiak, AK",57.79,-152.4072221
2427, Birmingham,AL," Birmingham, AL",33.5185892,-86.8103567
2428, Florida City,FL," Florida City, FL",25.4478898,-80.4792237
2429, Blackstone,VA," Blackstone, VA",37.080428,-77.9972259
2430, Gainesville,GA," Gainesville, GA",34.2978794,-83.8240663
2431, Villa Rica,GA," Villa Rica, GA",33.732052,-84.9191081
2432, Fort Collins,CO," Fort Collins, CO",40.5852602,-105.084423
2433, Tarboro,NC," Tarboro, NC",35.8968236,-77.5358049
2434, Perry,GA," Perry, GA",32.4582065,-83.7315723
2435, Norman,OK," Norman, OK",35.2225668,-97.4394777
2436, Bay Minette,AL," Bay Minette, AL",30.8829628,-87.7730474
2437, Tampa,FL," Tampa, FL",27.950575,-82.4571776
2438, Bentonville,AR," Bentonville, AR",36.3728538,-94.2088172
2439, Fenton,MI," Fenton, MI",42.7978061,-83.7049498
2440, Sherwood,AR," Sherwood, AR",34.8150907,-92.2243153
2441, Springdale,AR," Springdale, AR",36.1867442,-94.1288141
2442, Fayetteville,AR," Fayetteville, AR",36.082156,-94.1718542
2443, Fort Smith,AR," Fort Smith, AR",35.3859242,-94.3985475
2444, Gulf Shores,AL," Gulf Shores, AL",30.2460361,-87.7008193
2445, Spruce Pine,NC," Spruce Pine, NC",35.9154007,-82.0645611
2446, Clayton,GA," Clayton, GA",34.8781479,-83.4009933
2447, Englewood,CO," Englewood, CO",39.6477653,-104.9877597
2448, Madison,MS," Madison, MS",32.4618086,-90.1153638
2449, Waynesboro,GA," Waynesboro, GA",33.0898731,-82.0156736
2450, Frederick,MD," Frederick, MD",39.4142688,-77.4105409
2451, Flowood,MS," Flowood, MS",32.3095903,-90.1389757
2452, Plymouth,NH," Plymouth, NH",43.7570196,-71.6881528
2453, Jackson,AL," Jackson, AL",31.5090521,-87.8944435
2454, Murfreesboro,TN," Murfreesboro, TN",35.8456213,-86.39027
2455, Pounding Mill,VA," Pounding Mill, VA",37.0753922,-81.7087247
2456, Donna,TX," Donna, TX",26.1703525,-98.05195
2457, Fairlawn,VA," Fairlawn, VA",37.1484589,-80.5783922
2458, Warwick,RI," Warwick, RI",41.7001009,-71.4161671
2459, Scottsdale,AZ," Scottsdale, AZ",33.4941704,-111.9260519
2460, Altoona,IA," Altoona, IA",41.6435514,-93.4750836
2461, Mesa,AZ," Mesa, AZ",33.4151843,-111.8314724
2462, Los Fresnos,TX," Los Fresnos, TX",26.0717438,-97.4763733
2463, Mesa,AZ," Mesa, AZ",33.4151843,-111.8314724
2464, San Antonio,TX," San Antonio, TX",29.4241219,-98.4936282
2465, Monticello,IN," Monticello, IN",40.7453169,-86.7647343
2466, Dublin,OH," Dublin, OH",40.0992294,-83.1140771
2467, La Grange,GA," La Grange, GA",33.0362218,-85.0322444
2468, Surprise,AZ," Surprise, AZ",33.6292337,-112.3679279
2469, Southport,NC," Southport, NC",33.921563,-78.0202677
2470, Caldwell,ID," Caldwell, ID",43.6629384,-116.6873596
2471, Mountain Home,ID," Mountain Home, ID",43.1329504,-115.6911975
2472, Reynoldsburg,OH," Reynoldsburg, OH",39.9547861,-82.8121191
2473, Beatrice,NE," Beatrice, NE",40.2659269,-96.7466913
2474, Nampa,ID," Nampa, ID",43.5788175,-116.55978
2475, Lexington,KY," Lexington, KY",38.0405837,-84.5037164
2476, Victor,NY," Victor, NY",42.9825633,-77.4088794
2477, Avon,IN," Avon, IN",39.7628227,-86.3997167
2478, Indianapolis,IN," Indianapolis, IN",39.768403,-86.158068
2479, Boynton Beach,FL," Boynton Beach, FL",26.5317866,-80.0905465
2480, Brownsburg,IN," Brownsburg, IN",39.8433769,-86.3977735
2481, Wayne,WV," Wayne, WV",38.2214748,-82.4423747
2482, Kernersville,NC," Kernersville, NC",36.1198588,-80.0736533
2483, Sacramento,CA," Sacramento, CA",38.5815719,-121.4943996
2484, Georgetown,DE," Georgetown, DE",38.6901134,-75.3854728
2485, Oldsmar,FL," Oldsmar, FL",28.0341847,-82.6650992
2486, Ephraim,UT," Ephraim, UT",39.3596841,-111.5863052
2487, Ashland,VA," Ashland, VA",37.7590318,-77.4799837
2488, Clinton,MD," Clinton, MD",38.7651145,-76.8983059
2489, Sturbridge,MA," Sturbridge, MA",42.1084122,-72.0787059
2490, Oklahoma City,OK," Oklahoma City, OK",35.4675602,-97.5164276
2491, Edmond,OK," Edmond, OK",35.6528323,-97.4780954
2492, Boiling Springs,SC," Boiling Springs, SC",35.046508,-81.9817726
2493, Emporia,VA," Emporia, VA",36.6859829,-77.5424809
2494, Midlothian,VA," Midlothian, VA",37.5061069,-77.6490005
2495, Harrisonburg,VA," Harrisonburg, VA",38.4495688,-78.8689155
2496, Athens,GA," Athens, GA",33.9519347,-83.357567
2497, Spencer,WV," Spencer, WV",38.8020322,-81.3509532
2498, Commerce City,CO," Commerce City, CO",39.8083196,-104.9338675
2499, Buckhannon,WV," Buckhannon, WV",38.9939872,-80.2320276
2500, Rochester,MN," Rochester, MN",44.0121221,-92.4801989
2501, Hialeah,FL," Hialeah, FL",25.8575963,-80.2781057
2502, Niles,IL," Niles, IL",42.0189191,-87.8028402
2503, Lansing,IL," Lansing, IL",41.5647575,-87.538931
2504, Marshfield,WI," Marshfield, WI",44.6688524,-90.1717987
2505, Rolling Meadows,IL," Rolling Meadows, IL",42.0841936,-88.0131275
2506, Hammond,IN," Hammond, IN",41.5833688,-87.5000412
2507, Bluffton,IN," Bluffton, IN",40.7386579,-85.1716368
2508, Richmond,VA," Richmond, VA",37.5407246,-77.4360481
2509, Walker,LA," Walker, LA",30.4879678,-90.8614878
2510, Parkersburg,WV," Parkersburg, WV",39.2667418,-81.5615135
2511, Albany,GA," Albany, GA",31.5785074,-84.155741
2512, Coachella,CA," Coachella, CA",33.6803003,-116.173894
2513, Old Bridge,NJ," Old Bridge, NJ",40.4128551,-74.307282
2514, Milwaukee,WI," Milwaukee, WI",43.0389025,-87.9064736
2515, Worthington,MN," Worthington, MN",43.6210985,-95.5941436
2516, Hardeeville,SC," Hardeeville, SC",32.2871413,-81.0806665
2517, Eddystone,PA," Eddystone, PA",39.8601125,-75.3443561
2518, Jerome,ID," Jerome, ID",42.7240732,-114.5186534
2519, Fuquay Varina,NC," Fuquay Varina, NC",35.5843235,-78.8000128
2520, Springfield,MO," Springfield, MO",37.2089572,-93.2922989
2521, Lumberton,NJ," Lumberton, NJ",39.9676482,-74.8003877
2522, Corona,CA," Corona, CA",33.8752935,-117.5664384
2523, Brunswick,GA," Brunswick, GA",31.1499528,-81.4914894
2524, Clifton Park,NY," Clifton Park, NY",42.844668,-73.8183804
2525, Summerfield,FL," Summerfield, FL",29.0075671,-82.0204688
2526, Siler City,NC," Siler City, NC",35.7234734,-79.4622431
2527, Olive Branch,MS," Olive Branch, MS",34.9617604,-89.8295315
2528, Mason,WV," Mason, WV",39.021745,-82.0290296
2529, Bellevue,NE," Bellevue, NE",41.1543623,-95.9145568
2530, Lisbon,CT," Lisbon, CT",41.5998861,-72.0112598
2531, La Plata,MD," La Plata, MD",38.5292877,-76.9752514
2532, Shawnee,KS," Shawnee, KS",39.0228485,-94.7151865
2533, Statesboro,GA," Statesboro, GA",32.4487876,-81.7831674
2534, Oak Grove,MO," Oak Grove, MO",39.0050073,-94.1293909
2535, Kansas City,MO," Kansas City, MO",39.0997265,-94.5785667
2536, Rochester,NY," Rochester, NY",43.1565779,-77.6088465
2537, Pooler,GA," Pooler, GA",32.115481,-81.2470574
2538, Boise,ID," Boise, ID",43.6150186,-116.2023137
2539, Meridian,ID," Meridian, ID",43.6121087,-116.3915131
2540, San Antonio,TX," San Antonio, TX",29.4241219,-98.4936282
2541, Okemos,MI," Okemos, MI",42.722257,-84.4274744
2542, Lansing,MI," Lansing, MI",42.732535,-84.5555347
2543, Lansing,MI," Lansing, MI",42.732535,-84.5555347
2544, Spokane,WA," Spokane, WA",47.6587802,-117.4260465
2545, Myrtle Beach,SC," Myrtle Beach, SC",33.6890603,-78.8866943
2546, Cinnaminson,NJ," Cinnaminson, NJ",39.9969646,-74.9927693
2547, Belleville,MI," Belleville, MI",42.2047619,-83.4852133
2548, Troy,MI," Troy, MI",42.6064095,-83.1497751
2549, Hampstead,MD," Hampstead, MD",39.6048253,-76.8499774
2550, Glenville,NY," Glenville, NY",42.9292419,-74.0520717
2551, Warr Acres,OK," Warr Acres, OK",35.5225567,-97.6189304
2552, Edmond,OK," Edmond, OK",35.6528323,-97.4780954
2553, Oklahoma City,OK," Oklahoma City, OK",35.4675602,-97.5164276
2554, Oklahoma City,OK," Oklahoma City, OK",35.4675602,-97.5164276
2555, Kissimmee,FL," Kissimmee, FL",28.2919557,-81.407571
2556, Tulsa,OK," Tulsa, OK",36.1539816,-95.992775
2557, Plano,TX," Plano, TX",33.0198431,-96.6988856
2558, Las Vegas,NV," Las Vegas, NV",36.1699412,-115.1398296
2559, Maple Grove,MN," Maple Grove, MN",45.0724642,-93.4557877
2560, Pico Rivera,CA," Pico Rivera, CA",33.9830688,-118.096735
2561, Newport,RI," Newport, RI",41.4901024,-71.3128285
2562, Palmyra,PA," Palmyra, PA",40.3089798,-76.5933012
2563, Myrtle Beach,SC," Myrtle Beach, SC",33.6890603,-78.8866943
2564, Clinton,IA," Clinton, IA",41.8444735,-90.1887379
2565, Odessa,TX," Odessa, TX",31.8456816,-102.3676431
2566, Macon,GA," Macon, GA",32.8406946,-83.6324022
2567, Independence,KS," Independence, KS",37.2242358,-95.7083131
2568, Parker,CO," Parker, CO",39.5186002,-104.7613633
2569, Oakland,MD," Oakland, MD",39.4078747,-79.4067116
2570, Southington,CT," Southington, CT",41.5964869,-72.8776013
2571, Old Saybrook,CT," Old Saybrook, CT",41.2960159,-72.3845301
2572, Rocky Hill,CT," Rocky Hill, CT",41.6572525,-72.6655757
2573, Northampton,MA," Northampton, MA",42.3250896,-72.6412013
2574, Framingham,MA," Framingham, MA",42.279286,-71.4161565
2575, Suffern,NY," Suffern, NY",41.1148179,-74.1495889
2576, Chelmsford,MA," Chelmsford, MA",42.5998139,-71.3672838
2577, Brockton,MA," Brockton, MA",42.0834335,-71.0183787
2578, Riverhead,NY," Riverhead, NY",40.9170435,-72.6620402
2579, Miami Gardens,FL," Miami Gardens, FL",25.9420377,-80.2456045
2580, Biscoe,NC," Biscoe, NC",35.3598924,-79.7797617
2581, Central Square,NY," Central Square, NY",43.2867356,-76.1460357
2582, Corry,PA," Corry, PA",41.9203337,-79.6403287
2583, San Antonio,TX," San Antonio, TX",29.4241219,-98.4936282
2584, Taylor,MI," Taylor, MI",42.240872,-83.2696509
2585, Boutte,LA," Boutte, LA",29.9024284,-90.3881369
2586, Massillon,OH," Massillon, OH",40.7967244,-81.5215093
2587, East Meadow,NY," East Meadow, NY",40.7139898,-73.5590157
2588, Salem,OH," Salem, OH",40.9008923,-80.8567501
2589, Islandia,NY," Islandia, NY",40.8042649,-73.1690019
2590, Allen,TX," Allen, TX",33.1031744,-96.6705503
2591, East Setauket,NY," East Setauket, NY",40.9293759,-73.1025502
2592, Harrisville,UT," Harrisville, UT",41.2813323,-111.9882754
2593, Monroe,LA," Monroe, LA",32.5093109,-92.1193012
2594, Tucson,AZ," Tucson, AZ",32.2226066,-110.9747108
2595, Orange Park,FL," Orange Park, FL",30.1660736,-81.706484
2596, Napa,CA," Napa, CA",38.2975381,-122.286865
2597, Albuquerque,NM," Albuquerque, NM",35.0843859,-106.650422
2598, Plano,TX," Plano, TX",33.0198431,-96.6988856
2599, Billings,MT," Billings, MT",45.7832856,-108.5006904
2600, Hope Mills,NC," Hope Mills, NC",34.9704419,-78.9453056
2601, Goose Creek,SC," Goose Creek, SC",32.9810059,-80.0325867
2602, Knoxville,TN," Knoxville, TN",35.9606384,-83.9207392
2603, Moundsville,WV," Moundsville, WV",39.9203526,-80.7431407
2604, Knoxville,IA," Knoxville, IA",41.320343,-93.09967
2605, Paris,IL," Paris, IL",39.611146,-87.6961374
2606, Grafton,WV," Grafton, WV",39.3409249,-80.0189659
2607, Milwaukee,WI," Milwaukee, WI",43.0389025,-87.9064736
2608, Hibbing,MN," Hibbing, MN",47.4271546,-92.9376887
2609, Lafayette,LA," Lafayette, LA",30.2240897,-92.0198427
2610, West Monroe,LA," West Monroe, LA",32.5184775,-92.1476353
2611, Richland,MS," Richland, MS",32.2390366,-90.1584206
2612, Alpharetta,GA," Alpharetta, GA",34.0753762,-84.2940899
2613, Princeton,WV," Princeton, WV",37.3662293,-81.1025918
2614, Parkesburg,PA," Parkesburg, PA",39.9594013,-75.9168482
2615, Santa Fe Springs,CA," Santa Fe Springs, CA",33.9472359,-118.0853451
2616, Palmdale,CA," Palmdale, CA",34.5794343,-118.1164613
2617, Lancaster,CA," Lancaster, CA",34.6867846,-118.1541632
2618, Tamarac,FL," Tamarac, FL",26.2128609,-80.2497707
2619, Murrieta,CA," Murrieta, CA",33.5539143,-117.2139232
2620, Norwalk,CT," Norwalk, CT",41.117744,-73.4081575
2621, Shorewood,IL," Shorewood, IL",41.5200305,-88.2017293
2622, Kansas City,MO," Kansas City, MO",39.0997265,-94.5785667
2623, Detroit Lakes,MN," Detroit Lakes, MN",46.8171808,-95.8453253
2624, Appleton,WI," Appleton, WI",44.2619309,-88.4153847
2625, Avon,CT," Avon, CT",41.8096201,-72.8305154
2626, Roseville,MI," Roseville, MI",42.4972583,-82.9371409
2627, Leominster,MA," Leominster, MA",42.5250906,-71.759794
2628, Newington,CT," Newington, CT",41.6972996,-72.7228293
2629, Swansea,MA," Swansea, MA",41.748162,-71.1895617
2630, Wadsworth,OH," Wadsworth, OH",41.0256101,-81.7298519
2631, Coral Springs,FL," Coral Springs, FL",26.271192,-80.2706044
2632, Carrollton,KY," Carrollton, KY",38.6808958,-85.1793979
2633, Ft Wright,KY," Ft Wright, KY",39.0511558,-84.5350292
2634, Richardson,TX," Richardson, TX",32.9483335,-96.7298519
2635, Murphy,TX," Murphy, TX",33.0151205,-96.6130486
2636, Mesquite,TX," Mesquite, TX",32.7667955,-96.5991593
2637, Arlington,TX," Arlington, TX",32.735687,-97.1080656
2638, Fort Worth,TX," Fort Worth, TX",32.7554883,-97.3307658
2639, Wood Village,OR," Wood Village, OR",45.5371398,-122.4184149
2640, Salisbury,MD," Salisbury, MD",38.3606736,-75.5993692
2641, Garland,TX," Garland, TX",32.912624,-96.6388833
2642, Fort Worth,TX," Fort Worth, TX",32.7554883,-97.3307658
2643, Fort Worth,TX," Fort Worth, TX",32.7554883,-97.3307658
2644, Keller,TX," Keller, TX",32.9341893,-97.229298
2645, Fresno,CA," Fresno, CA",36.7377981,-119.7871247
2646, Neenah,WI," Neenah, WI",44.1858193,-88.462609
2647, Davie,FL," Davie, FL",26.0764783,-80.2521157
2648, La Fayette,GA," La Fayette, GA",34.7048022,-85.2818998
2649, Fort Lauderdale,FL," Fort Lauderdale, FL",26.1224386,-80.1373174
2650, Cedar Park,TX," Cedar Park, TX",30.505198,-97.8202888
2651, Mitchell,SD," Mitchell, SD",43.7094283,-98.0297992
2652, Painted Post,NY," Painted Post, NY",42.1620186,-77.0941366
2653, Saint Joseph,MO," Saint Joseph, MO",39.7674578,-94.846681
2654, Plano,TX," Plano, TX",33.0198431,-96.6988856
2655, Sugar Land,TX," Sugar Land, TX",29.6196787,-95.6349463
2656, Dallas,TX," Dallas, TX",32.7766642,-96.7969879
2657, Loma Linda,CA," Loma Linda, CA",34.0483474,-117.2611527
2658, Fayetteville,AR," Fayetteville, AR",36.082156,-94.1718542
2659, Atlanta,GA," Atlanta, GA",33.7489954,-84.3879824
2660, Boynton Beach,FL," Boynton Beach, FL",26.5317866,-80.0905465
2661, Pinellas Park,FL," Pinellas Park, FL",27.8428025,-82.6995443
2662, Dallas,TX," Dallas, TX",32.7766642,-96.7969879
2663, Spring Hill,TN," Spring Hill, TN",35.751179,-86.9300023
2664, Cicero,IL," Cicero, IL",41.8455877,-87.7539448
2665, Fountain,CO," Fountain, CO",38.682219,-104.7008056
2666, Thornton,CO," Thornton, CO",39.8680412,-104.9719243
2667, Stockton,CA," Stockton, CA",37.9577016,-121.2907796
2668, Lawton,OK," Lawton, OK",34.6035669,-98.3959291
2669, San Jose,CA," San Jose, CA",37.3382082,-121.8863286
2670, Palm Desert,CA," Palm Desert, CA",33.7222445,-116.3744556
2671, Fremont,CA," Fremont, CA",37.5482697,-121.9885719
2672, Dallas,TX," Dallas, TX",32.7766642,-96.7969879
2673, Covington,LA," Covington, LA",30.4754702,-90.1009108
2674, Fort Worth,TX," Fort Worth, TX",32.7554883,-97.3307658
2675, Fort Worth,TX," Fort Worth, TX",32.7554883,-97.3307658
2676, Modesto,CA," Modesto, CA",37.6390972,-120.9968782
2677, Arvada,CO," Arvada, CO",39.8027644,-105.0874842
2678, Turlock,CA," Turlock, CA",37.4946568,-120.8465941
2679, Tucson,AZ," Tucson, AZ",32.2226066,-110.9747108
2680, Denver,CO," Denver, CO",39.7392358,-104.990251
2681, Beaverton,OR," Beaverton, OR",45.4887993,-122.8013332
2682, Vancouver,WA," Vancouver, WA",45.6272259,-122.6727305
2683, Everett,WA," Everett, WA",47.9789848,-122.2020795
2684, Helotes,TX," Helotes, TX",29.5780056,-98.6897451
2685, San Antonio,TX," San Antonio, TX",29.4241219,-98.4936282
2686, Spring Branch,TX," Spring Branch, TX",29.8405513,-98.4104996
2687, Catoosa,OK," Catoosa, OK",36.188987,-95.745817
2688, Springfield,MO," Springfield, MO",37.2089572,-93.2922989
2689, Shrewsbury,MO," Shrewsbury, MO",38.5869497,-90.3301342
2690, Sarasota,FL," Sarasota, FL",27.3364347,-82.5306527
2691, Norcross,GA," Norcross, GA",33.9412127,-84.2135309
2692, Dunwoody,GA," Dunwoody, GA",33.9462125,-84.3346473
2693, Marietta,GA," Marietta, GA",33.952602,-84.5499327
2694, Tucker,GA," Tucker, GA",33.8545479,-84.2171424
2695, Marietta,GA," Marietta, GA",33.952602,-84.5499327
2696, Washington,DC," Washington, DC",38.9071923,-77.0368707
2697, Snellville,GA," Snellville, GA",33.857328,-84.0199108
2698, Lawrenceville,GA," Lawrenceville, GA",33.9562149,-83.9879625
2699, East Brunswick,NJ," East Brunswick, NJ",40.4316955,-74.4049778
2700, Panama City,FL," Panama City, FL",30.1588129,-85.6602058
2701, Canton,MS," Canton, MS",32.6126381,-90.0367512
2702, Haymarket,VA," Haymarket, VA",38.8120591,-77.6363806
2703, Escondido,CA," Escondido, CA",33.1192068,-117.086421
2704, Sacramento,CA," Sacramento, CA",38.5815719,-121.4943996
2705, Colorado Springs,CO," Colorado Springs, CO",38.8338816,-104.8213634
2706, Colorado Springs,CO," Colorado Springs, CO",38.8338816,-104.8213634
2707, Oxnard,CA," Oxnard, CA",34.1975048,-119.1770516
2708, Rocklin,CA," Rocklin, CA",38.7907339,-121.2357828
2709, Meridian,ID," Meridian, ID",43.6121087,-116.3915131
2710, Boise,ID," Boise, ID",43.6150186,-116.2023137
2711, Boulder,CO," Boulder, CO",40.0149856,-105.2705456
2712, Bellevue,WA," Bellevue, WA",47.6101497,-122.2015159
2713, La Palma,CA," La Palma, CA",33.8463218,-118.0461393
2714, Anaheim,CA," Anaheim, CA",33.8365932,-117.9143012
2715, Princeton,MN," Princeton, MN",45.569965,-93.5816278
2716, San Jose,CA," San Jose, CA",37.3382082,-121.8863286
2717, Goddard,KS," Goddard, KS",37.6597363,-97.5753256
2718, Deerfield Beach,FL," Deerfield Beach, FL",26.3184123,-80.0997657
2719, San Antonio,TX," San Antonio, TX",29.4241219,-98.4936282
2720, Chicago,IL," Chicago, IL",41.8781136,-87.6297982
2721, San Antonio,TX," San Antonio, TX",29.4241219,-98.4936282
2722, Springfield,MO," Springfield, MO",37.2089572,-93.2922989
2723, Marietta,GA," Marietta, GA",33.952602,-84.5499327
2724, Panama City Beach,FL," Panama City Beach, FL",30.1765914,-85.8054879
2725, Yazoo City,MS," Yazoo City, MS",32.8551326,-90.4056468
2726, Santa Clara,CA," Santa Clara, CA",37.3541079,-121.9552356
2727, Littleton,CO," Littleton, CO",39.613321,-105.0166498
2728, St Cloud,MN," St Cloud, MN",45.5579451,-94.1632404
2729, Denver,CO," Denver, CO",39.7392358,-104.990251
2730, Denver,CO," Denver, CO",39.7392358,-104.990251
2731, Centennial,CO," Centennial, CO",39.5807452,-104.8771726
2732, Saugus,MA," Saugus, MA",42.4651421,-71.0110473
2733, Rialto,CA," Rialto, CA",34.1064001,-117.3703235
2734, Pomona,CA," Pomona, CA",34.055103,-117.7499909
2735, Fort Worth,TX," Fort Worth, TX",32.7554883,-97.3307658
2736, La Puente,CA," La Puente, CA",34.0200114,-117.9495083
2737, Horizon City,TX," Horizon City, TX",31.6926121,-106.2074793
2738, Bakersfield,CA," Bakersfield, CA",35.3732921,-119.0187125
2739, Fairview,TN," Fairview, TN",35.9820074,-87.1213953
2740, Bakersfield,CA," Bakersfield, CA",35.3732921,-119.0187125
2741, Bakersfield,CA," Bakersfield, CA",35.3732921,-119.0187125
2742, Milwaukie,OR," Milwaukie, OR",45.4465323,-122.6323315
2743, Decatur,GA," Decatur, GA",33.7748275,-84.2963123
2744, Bakersfield,CA," Bakersfield, CA",35.3732921,-119.0187125
2745, Vancouver,WA," Vancouver, WA",45.6272259,-122.6727305
2746, Corvallis,OR," Corvallis, OR",44.5645659,-123.2620435
2747, Honolulu,HI," Honolulu, HI",21.3069444,-157.8583333
2748, Simi Valley,CA," Simi Valley, CA",34.2694474,-118.781482
2749, Council Bluffs,IA," Council Bluffs, IA",41.2619444,-95.8608333
2750, Bellevue,NE," Bellevue, NE",41.1543623,-95.9145568
2751, Omaha,NE," Omaha, NE",41.2565369,-95.9345034
2752, Omaha,NE," Omaha, NE",41.2565369,-95.9345034
2753, Omaha,NE," Omaha, NE",41.2565369,-95.9345034
2754, Teterboro,NJ," Teterboro, NJ",40.8598219,-74.0593075
2755, Pasadena,FL," Pasadena, FL",27.7550276,-82.7376009
2756, Orlando,FL," Orlando, FL",28.5383355,-81.3792365
2757, Bentonville,AR," Bentonville, AR",36.3728538,-94.2088172
2758, Chicago,IL," Chicago, IL",41.8781136,-87.6297982
2759, Hollywood,FL," Hollywood, FL",26.0112014,-80.1494901
2760, Tucson,AZ," Tucson, AZ",32.2226066,-110.9747108
2761, New Orleans,LA," New Orleans, LA",29.9510658,-90.0715323
2762, Elgin,TX," Elgin, TX",30.3496528,-97.3702735
2763, Conway,AR," Conway, AR",35.0886963,-92.4421011
2764, La Vista,NE," La Vista, NE",41.1838878,-96.031127
2765, Omaha,NE," Omaha, NE",41.2565369,-95.9345034
2766, Colorado Springs,CO," Colorado Springs, CO",38.8338816,-104.8213634
2767, Colorado Springs,CO," Colorado Springs, CO",38.8338816,-104.8213634
2768, Fort Collins,CO," Fort Collins, CO",40.5852602,-105.084423
2769, Thousand Oaks,CA," Thousand Oaks, CA",34.1705609,-118.8375937
2770, South Gate,CA," South Gate, CA",33.954737,-118.2120161
2771, Chapel Hill,NC," Chapel Hill, NC",35.9131996,-79.0558445
2772, Homestead,FL," Homestead, FL",25.4687224,-80.4775569
2773, Hoover,AL," Hoover, AL",33.4053867,-86.8113781
2774, Alpharetta,GA," Alpharetta, GA",34.0753762,-84.2940899
2775, Stone Mountain,GA," Stone Mountain, GA",33.8081608,-84.170196
2776, Gresham,OR," Gresham, OR",45.5098388,-122.4347334
2777, San Antonio,TX," San Antonio, TX",29.4241219,-98.4936282
2778, Greenville,SC," Greenville, SC",34.8526176,-82.3940104
2779, Tampa,FL," Tampa, FL",27.950575,-82.4571776
2780, Springfield,MO," Springfield, MO",37.2089572,-93.2922989
2781, Springfield,OR," Springfield, OR",44.0462362,-123.0220289
2782, Sioux Falls,SD," Sioux Falls, SD",43.5473028,-96.728333
2783, North Miami Beach,FL," North Miami Beach, FL",25.9331488,-80.1625463
2784, Hayward,WI," Hayward, WI",46.0130065,-91.4846208
2785, Delavan,WI," Delavan, WI",42.6330703,-88.6437138
2786, Aurora,OH," Aurora, OH",41.3175549,-81.3453858
2787, La Habra,CA," La Habra, CA",33.9318591,-117.946137
2788, Washington Court Ho,OH," Washington Court Ho, OH",39.5364511,-83.4390843
2789, Reno,NV," Reno, NV",39.5296329,-119.8138027
2790, Savoy,IL," Savoy, IL",40.054753,-88.2517165
2791, Eugene,OR," Eugene, OR",44.0520691,-123.0867536
2792, Ephrata,WA," Ephrata, WA",47.3176385,-119.5536491
2793, Richland,WA," Richland, WA",46.28042,-119.2751996
2794, Cambridge,OH," Cambridge, OH",40.031183,-81.5884561
2795, Missoula,MT," Missoula, MT",46.8721284,-113.9940314
2796, Omaha,NE," Omaha, NE",41.2565369,-95.9345034
2797, Yorktown,VA," Yorktown, VA",37.2387556,-76.5096731
2798, Antigo,WI," Antigo, WI",45.140245,-89.1523353
2799, Wytheville,VA," Wytheville, VA",36.9484528,-81.084811
2800, Mexico,ME," Mexico, ME",44.5571093,-70.5433579
2801, Overland Park,KS," Overland Park, KS",38.9822282,-94.6707917
2802, Edmond,OK," Edmond, OK",35.6528323,-97.4780954
2803, North Richland Hill,TX," North Richland Hill, TX",32.8342952,-97.2289029
2804, San Bernardino,CA," San Bernardino, CA",34.1083449,-117.2897652
2805, Reno,NV," Reno, NV",39.5296329,-119.8138027
2806, Lincoln,NE," Lincoln, NE",40.813616,-96.7025955
2807, Rochester,NY," Rochester, NY",43.1565779,-77.6088465
2808, San Antonio,TX," San Antonio, TX",29.4241219,-98.4936282
2809, Harborcreek,PA," Harborcreek, PA",42.167881,-79.9416549
2810, Arlington,TX," Arlington, TX",32.735687,-97.1080656
2811, Wichita,KS," Wichita, KS",37.6871761,-97.330053
2812, Hickory Creek,TX," Hickory Creek, TX",33.1223429,-97.0430647
2813, Cedar Hill,TX," Cedar Hill, TX",32.5884689,-96.9561152
2814, Lewisville,TX," Lewisville, TX",33.046233,-96.994174
2815, Baton Rouge,LA," Baton Rouge, LA",30.4514677,-91.1871466
2816, Kahului,HI," Kahului, HI",20.8893351,-156.4729469
2817, Flanders,NJ," Flanders, NJ",40.8418677,-74.7161489
2818, Union,NJ," Union, NJ",40.6975898,-74.2631635
2819, Chardon,OH," Chardon, OH",41.5786639,-81.2133262
2820, West Jefferson,NC," West Jefferson, NC",36.4037364,-81.4928829
2821, Broken Arrow,OK," Broken Arrow, OK",36.060949,-95.7974526
2822, Houston,TX," Houston, TX",29.7604267,-95.3698028
2823, Roanoke,VA," Roanoke, VA",37.2709704,-79.9414266
2824, Glendale,AZ," Glendale, AZ",33.5386523,-112.1859866
2825, Louisville,KY," Louisville, KY",38.2526647,-85.7584557
2826, Houston,TX," Houston, TX",29.7604267,-95.3698028
2827, Kemah,TX," Kemah, TX",29.5427297,-95.0204837
2828, Wapakoneta,OH," Wapakoneta, OH",40.5678265,-84.1935594
2829, Chesapeake,VA," Chesapeake, VA",36.7682088,-76.2874927
2830, Houston,TX," Houston, TX",29.7604267,-95.3698028
2831, Grundy,VA," Grundy, VA",37.2778886,-82.0990223
2832, Reidsville,NC," Reidsville, NC",36.3548586,-79.6644747
2833, Mayodan,NC," Mayodan, NC",36.4123597,-79.9669857
2834, Boothwyn,PA," Boothwyn, PA",39.8301125,-75.4415843
